ID,Name,City,Country,IATA/FAA,ICAO,Latitude,Longitude,Altitude,Timezone,DST, AIRPORTS with IATA and ICAO codes, http://openflights.org/data.html, 
94,"Santa Teresita Airport","Santa Teresita","Argentina","SST","SAZL",-36.542317,-56.721756,9,-3,"N"
95,"Lago Argentino Airport","El Calafate","Argentina","ING","SAWA",-50.3361,-72.2486,732,-3,"N"
96,"Ministro Pistarini","Buenos Aires","Argentina","EZE","SAEZ",-34.822222,-58.535833,67,-3,"N"
97,"Las Heras Airport","Las Heras","Argentina","LHS","SAVH",-46.533056,-68.951111,1082,-3,"N"
98,"Antoine De St Exupery Airport","San Antonio Oeste","Argentina","OES","SAVN",-40.7512,-65.0343,85,-3,"N"
99,"Gobernador Gregores Airport","Gobernador Gregores","Argentina","GGS","SAWR",-48.7831,-70.15,356,-3,"N"
100,"El Calafate","El Calafate","Argentina","FTE","SAWC",-50.280322,-72.053103,669,-3,"N"
101,"Tandil","Tandil","Argentina","TDL","SAZT",-37.237392,-59.227922,574,-3,"N"
102,"San Carlos De Bariloche","San Carlos De Bariloche","Argentina","BRC","SAZS",-41.151172,-71.157542,2776,-3,"N"
103,"Santa Rosa","Santa Rosa","Argentina","RSA","SAZR",-36.588322,-64.275694,630,-3,"N"
104,"General Enrique Mosconi Airport","Tartagal","Argentina","TTG","SAST",-22.619167,-63.793189,1472,-3,"N"
105,"Aviador C Campos","San Martin Des Andes","Argentina","CPC","SAZY",-40.075383,-71.137294,2569,-3,"N"
106,"Villa Gesell","Villa Gesell","Argentina","VLG","SAZV",-37.235408,-57.029239,32,-3,"N"
107,"Comodoro Rivadavia","Comodoro Rivadavia","Argentina","CRD","SAVC",-45.785347,-67.465508,190,-3,"N"
108,"Aeroparque Jorge Newbery","Buenos Aires","Argentina","AEP","SABE",-34.559175,-58.415606,18,-3,"N"
109,"Ambrosio L V Taravella","Cordoba","Argentina","COR","SACO",-31.323619,-64.207953,1604,-3,"N"
110,"Rosario","Rosario","Argentina","ROS","SAAR",-32.903611,-60.785,85,-3,"N"
111,"Sauce Viejo","Santa Fe","Argentina","SFN","SAAV",-31.711666,-60.811668,56,-3,"N"
112,"Malargue","Malargue","Argentina","LGS","SAMM",-35.493597,-69.574267,4683,-3,"N"
113,"San Rafael","San Rafael","Argentina","AFA","SAMR",-34.588314,-68.403854,2470,-3,"N"
114,"La Plata","La Plata","Argentina","LPG","SADL",-34.972222,-57.894694,72,-3,"N"
115,"El Plumerillo","Mendoza","Argentina","MDZ","SAME",-32.831717,-68.792856,2310,-3,"N"
116,"General Urquiza","Parana","Argentina","PRA","SAAP",-31.794778,-60.480361,243,-3,"N"
117,"Necochea Airport","Necochea","Argentina","NEC","SAZO",-38.483056,-58.817222,72,-3,"N"
118,"Jose de San Martin Airport","Jose de San Martin","Argentina","JSM","SAWS",-44.016667,-70.466667,4359,-3,"N"
119,"Sierra Grande","Sierra Grande","Argentina","SGV","SAVS",-41.592,-65.341,820,-3,"N"
120,"Alto Rio Senguer Airport","Alto Rio Senguer","Argentina","ARR","SAVR",-45.016667,-70.816667,2145,-3,"N"
121,"Gualeguaychu","Gualeguaychu","Argentina","GHU","SAAG",-33.010278,-58.613056,75,-3,"N"
122,"Ingeniero Jacobacci","Ingeniero Jacobacci","Argentina","IGB","SAVJ",-41.3,-69.5833,2936,-3,"N"
123,"ZAPALA","ZAPALA","Argentina","APZ","SAHZ",-38.9755,-70.113581,3330,-3,"N"
124,"Comodoro Pierrestegui","Concordia","Argentina","COC","SAAC",-31.296944,-57.996631,112,-3,"N"
125,"Catamarca","Catamarca","Argentina","CTC","SANC",-28.593214,-65.750925,1522,-3,"N"
126,"Cataratas Del Iguazu","Iguazu Falls","Argentina","IGR","SARI",-25.737281,-54.473444,916,-3,"N"
127,"Paso De Los Libres","Paso De Los Libres","Argentina","AOL","SARL",-29.689425,-57.152078,230,-3,"N"
128,"Resistencia","Resistencia","Argentina","RES","SARE",-27.449986,-59.056125,173,-3,"N"
129,"Formosa","Formosa","Argentina","FMA","SARF",-26.212722,-58.228111,194,-3,"N"
130,"Posadas","Posadas","Argentina","PSS","SARP",-27.385839,-55.970728,430,-3,"N"
131,"Oran","Oran","Argentina","ORA","SASO",-23.152779,-64.32917,1168,-3,"N"
132,"El Bolson","El Bolson","Argentina","EHL","SAVB",-41.943189,-71.532289,1131,-3,"N"
133,"Salta","Salta","Argentina","SLA","SASA",-24.855978,-65.486169,4088,-3,"N"
134,"Jujuy","Jujuy","Argentina","JUJ","SASJ",-24.392778,-65.097778,3019,-3,"N"
135,"San Luis","San Luis","Argentina","LUQ","SAOU",-33.273192,-66.356422,2329,-3,"N"
136,"Villa Dolores","Villa Dolores","Argentina","VDR","SAOD",-31.945183,-65.146283,1915,-3,"N"
137,"La Rioja","La Rioja","Argentina","IRJ","SANL",-29.381636,-66.795839,1436,-3,"N"
138,"Corrientes","Corrientes","Argentina","CNQ","SARC",-27.445503,-58.761864,203,-3,"N"
139,"Rio Cuarto Area De Material","Rio Cuarto","Argentina","RCU","SAOC",-33.085128,-64.261314,1381,-3,"N"
140,"Santiago Del Estero","Santiago Del Estero","Argentina","SDE","SANE",-27.765617,-64.310122,656,-3,"N"
141,"Teniente Benjamin Matienzo","Tucuman","Argentina","TUC","SANT",-26.840861,-65.104944,1495,-3,"N"
142,"San Juan","San Julian","Argentina","UAQ","SANU",-31.571472,-68.418194,1959,-3,"N"
143,"Zvartnots","Yerevan","Armenia","EVN","UDYZ",40.147275,44.395881,2838,4,"E"
144,"Gyumri","Gyumri","Armenia","LWN","UDSG",40.750369,43.859342,5000,4,"E"
145,"Reina Beatrix Intl","Oranjestad","Aruba","AUA","TNCA",12.501389,-70.015221,60,-4,"U"
146,"Palm Island Airport","Palm Island","Australia","PMK","YPAM",-18.7553,146.581,28,10,"O"
147,"Paraburdoo Airport","Paraburdoo","Australia","PBO","YPBO",-23.1711,117.745,1406,8,"O"
148,"Port Augusta Airport","Argyle","Australia","PUG","YPAG",-32.506944,137.716667,56,9.5,"O"
149,"Newman Airport","Newman","Australia","ZNE","YNWN",-23.4178,119.803,1724,8,"O"
150,"Olympic Dam Airport","Olympic Dam","Australia","OLP","YOLD",-30.485,136.877,343,9.5,"O"
151,"Mornington Island Airport","Mornington Island","Australia","ONG","YMTI",-16.6625,139.178,33,9,"O"
152,"Murray Island Airport","Murray Island","Australia","MYI","YMUI",-9.91667,144.055,0,10,"O"
153,"Nowra Airport","Nowra","Australia","NOA","YSNW",-34.9489,150.537,400,10,"O"
154,"Mount Gambier Airport","Mount Gambier","Australia","MGB","YMTG",-37.7456,140.785,212,9.5,"O"
155,"Maryborough Airport","Maryborough","Australia","MBH","YMYB",-25.5133,152.715,38,10,"O"
156,"Normanton Airport","Normanton","Australia","NTN","YNTN",-17.6836,141.07,73,10,"O"
157,"Taree Airport","Taree","Australia","TRO","YTRE",-31.8886,152.514,38,10,"U"
158,"Narrandera Airport","Narrandera","Australia","NRA","YNAR",-34.7022,146.512,474,10,"O"
159,"Narrabri Airport","Narrabri","Australia","NAA","YNBR",-30.3192,149.827,788,10,"O"
160,"Wagga Wagga","Wagga Wagga","Australia","WGA","YSWG",-35.165278,147.466389,724,10,"O"
161,"Tamworth","Tamworth","Australia","TMW","YSTW",-31.083889,150.846667,1334,10,"O"
162,"Canberra","Canberra","Australia","CBR","YSCB",-35.306944,149.195,1886,10,"O"
163,"Tindal Airport","Katherine","Australia","KTR","YPTN",-14.5211,132.378,443,9,"O"
164,"Mudgee Airport","Mudgee","Australia","DGE","YMDG",-32.5625,149.611,1545,10,"O"
165,"Camden","Camden","Australia","CDU","YSCN",-34.040278,150.687222,230,10,"O"
166,"Coffs Harbour","Coff's Harbour","Australia","CFS","YSCH",-30.320556,153.116389,18,10,"O"
167,"Dubbo","Dubbo","Australia","DBO","YSDU",-32.216667,148.574722,935,10,"O"
168,"Sydney Intl","Sydney","Australia","SYD","YSSY",-33.946111,151.177222,21,10,"O"
169,"Richmond","Richmond","Australia","RCM","YSRI",-33.600556,150.780833,67,10,"O"
170,"Roma Airport","Roma","Australia","RMA","YROM",-26.545,148.775,1032,10,"O"
171,"Parkes Airport","Parkes","Australia","PKE","YPKS",-33.1314,148.239,1069,10,"O"
172,"Port Lincoln Airport","Port Lincoln","Australia","PLO","YPLC",-34.6053,135.88,36,9.5,"O"
173,"Maitland Airport","Maitland","Australia","MTL","YMND",-32.7033,151.488,75,10,"O"
174,"Gove Airport","Gove","Australia","GOV","YPGV",-12.2694,136.818,192,9.5,"O"
175,"Emerald","Emerald","Australia","EMD","YEML",-23.5675,148.179167,624,10,"O"
176,"Quilpie Airport","Quilpie","Australia","ULP","YQLP",-26.6122,144.253,655,10,"O"
177,"Ramingining Airport","Ramingining","Australia","RAM","YRNG",-12.3564,134.898,206,9.5,"O"
178,"Portland Airport","Portland","Australia","PTJ","YPOD",-38.3181,141.471,265,10,"O"
179,"Pormpuraaw Airport","Pormpuraaw","Australia","EDR","YPMP",-14.8967,141.609,10,10,"O"
180,"Port Macquarie Airport","Port Macquarie","Australia","PQQ","YPMQ",-31.4358,152.863,12,10,"O"
181,"King Island Airport","King Island","Australia","KNS","YKII",-39.8775,143.878,132,10,"O"
182,"Kalkgurung Airport","Kalkgurung","Australia","KFG","YKKG",-17.4319,130.808,646,9.5,"O"
183,"Kalbarri Airport","Kalbarri","Australia","KAX","YKBR",-27.69,114.262,157,8,"O"
184,"Hughenden Airport","Hughenden","Australia","HGD","YHUG",-20.815,144.225,1043,10,"O"
185,"Julia Creek Airport","Julia Creek","Australia","JCK","YJLC",-20.6683,141.723,404,10,"O"
186,"Leonora Airport","Leonora","Australia","LNO","YLEO",-28.8781,121.315,1217,8,"O"
187,"Lake Evella Airport","Lake Evella","Australia","LEL","YLEV",-12.4989,135.806,256,9.5,"O"
188,"Kubin Airport","Kubin","Australia","KUG","YKUB",-10.225,142.218,15,9,"O"
189,"Karumba Airport","Karumba","Australia","KRB","YKMB",-17.4567,140.83,5,10,"O"
190,"Kowanyama Airport","Kowanyama","Australia","KWM","YKOW",-15.4856,141.751,35,10,"O"
191,"Geraldton Airport","Geraldton","Australia","GET","YGEL",-28.7961,114.707,121,8,"O"
192,"Gladstone Airport","Gladstone","Australia","GLT","YGLA",-23.8697,151.223,64,10,"O"
193,"Flinders Island Airport","Flinders Island","Australia","FLS","YFLI",-40.0917,147.993,10,10,"O"
194,"Elcho Island Airport","Elcho Island","Australia","ELC","YELD",-12.0194,135.571,101,9.5,"O"
195,"Esperance Airport","Esperance","Australia","EPR","YESP",-33.6844,121.823,470,8,"O"
196,"Hooker Creek Airport","Hooker Creek","Australia","HOK","YHOO",-18.3367,130.638,320,9.5,"O"
197,"Mount Hotham Airport","Mount Hotham","Australia","MHU","YHOT",-37.0475,147.334,4260,10,"O"
198,"Horn Island Airport","Horn Island","Australia","HID","YHID",-10.5864,142.29,43,10,"O"
199,"Groote Eylandt Airport","Groote Eylandt","Australia","GTE","YGTE",-13.975,136.46,53,9.5,"O"
200,"Griffith Airport","Griffith","Australia","GFF","YGTH",-34.2508,146.067,439,10,"O"
201,"McArthur River Mine Airport","McArthur River Mine","Australia","MCV","YMHU",-16.4425,136.084,131,9.5,"O"
202,"Mildura Airport","Mildura","Australia","MQL","YMIA",-34.2292,142.086,167,10,"O"
203,"Maningrida Airport","Maningrida","Australia","MNG","YMGD",-12.0561,134.234,123,9.5,"O"
204,"Merimbula Airport","Merimbula","Australia","MIM","YMER",-36.9086,149.901,7,10,"O"
205,"Milingimbi Airport","Milingimbi","Australia","MGT","YMGB",-12.0944,134.894,53,9.5,"O"
206,"Moranbah Airport","Moranbah","Australia","MOV","YMRB",-22.0578,148.077,770,10,"O"
207,"Moruya Airport","Moruya","Australia","MYA","YMRY",-35.8978,150.144,14,10,"O"
208,"Moree Airport","Moree","Australia","MRZ","YMOR",-29.4989,149.845,701,10,"O"
209,"Orange Airport","Orange","Australia","OAG","YORG",-33.3817,149.133,3115,10,"U"
210,"Mount Magnet Airport","Mount Magnet","Australia","MMG","YMOG",-28.1161,117.842,1354,8,"O"
211,"Lismore Airport","Lismore","Australia","LSY","YLIS",-28.8303,153.26,35,10,"O"
212,"Lightning Ridge Airport","Lightning Ridge","Australia","LHG","YLRD",-29.4567,147.984,540,10,"O"
213,"Lockhart River Airport","Lockhart River","Australia","IRG","YLHR",-12.7869,143.305,77,10,"O"
214,"Lord Howe Island Airport","Lord Howe Island","Australia","LDH","YLHI",-31.5383,159.077,5,10.5,"O"
215,"Grafton Airport","Grafton","Australia","GFN","YGFN",-29.7594,153.03,110,10,"U"
216,"Mabuiag Island Airport","Mabuiag Island","Australia","UBB","YMAA",-9.95,142.183,0,9,"O"
217,"Meekatharra Airport","Meekatharra","Australia","MKR","YMEK",-26.6117,118.548,1713,8,"O"
218,"Laverton Airport","Laverton","Australia","LVO","YLTN",-28.6136,122.424,1530,8,"O"
219,"Longreach Airport","Longreach","Australia","LRE","YLRE",-23.4342,144.28,627,10,"O"
220,"Leinster Airport","Leinster","Australia","LER","YLST",-27.8433,120.703,1631,8,"O"
221,"Sydney Bankstown","Sydney","Australia","BWU","YSBK",-33.924444,150.988333,29,10,"O"
222,"Townsville","Townsville","Australia","TSV","YBTL",-19.2525,146.765278,18,10,"N"
223,"Rockhampton","Rockhampton","Australia","ROK","YBRK",-23.381944,150.475278,34,10,"O"
224,"Avalon","Avalon","Australia","AVV","YMAV",-38.039444,144.469444,35,10,"O"
225,"Weipa","Weipa","Australia","WEI","YBWP",-12.678611,141.925278,63,10,"O"
226,"Proserpine Whitsunday Coast","Prosserpine","Australia","PPP","YBPN",-20.495,148.552222,82,10,"O"
227,"Mount Isa","Mount Isa","Australia","ISA","YBMA",-20.663889,139.488611,1121,10,"O"
228,"Charleville","Charlieville","Australia","CTL","YBCV",-26.413334,146.2625,1003,10,"O"
229,"Mackay","Mackay","Australia","MKY","YBMK",-21.171667,149.179722,19,10,"O"
230,"Sunshine Coast","Maroochydore","Australia","MCY","YBMC",-26.603333,153.091111,15,10,"O"
231,"Albury","Albury","Australia","ABX","YMAY",-36.067778,146.958056,539,10,"O"
232,"Penneshaw Airport","Penneshaw","Australia","PEA","YPSH",-34.75,137.933,0,9.5,"O"
233,"Geelong Airport","Geelong","Australia","GEX","YGLG",-38.225,144.333,43,10,"O"
234,"Bundaberg","Bundaberg","Australia","BDB","YBUD",-24.903889,152.318611,107,10,"O"
235,"Hayman Island Airport","Hayman Island","Australia","HIS","YHYN",-20.066668,148.86667,10,10,"O"
236,"Thangool","Biloela","Australia","THG","YTNG",-24.493889,150.576111,644,10,"O"
237,"Newcastle Airport","Newcastle","Australia","NTL","YWLM",-32.78,151.83,31,10,"O"
238,"Goulburn Airport","Goulburn","Australia","GUL","YGLB",-34.8103,149.726,2141,10,"O"
239,"Ballina Byron Gateway","Ballina Byron Bay","Australia","BNK","YBNA",-28.833889,153.5625,7,10,"O"
240,"Broome","Broome","Australia","BME","YPBR",-17.8,122.2,56,8,"O"
241,"Hamilton Airport","Hamilton","Australia","HLT","YHML",-37.648889,142.065278,803,10,"O"
242,"Lizard Island Airport","Lizard Island","Australia","LZR","YLZI",-14.673056,145.454444,40,10,"O"
243,"Fitzroy Crossing Airport","Fitzroy Crossing","Australia","FIZ","YFTZ",-18.178,125.591,374,8,"U"
244,"Halls Creek Airport","Halls Creek","Australia","HCQ","YHLC",-18.233889,127.669722,1346,8,"U"
245,"Dunk Island Airport","Dunk Island","Australia","DKI","YDKI",-17.939722,146.141944,38,10,"U"
246,"Derby Airport","Derby","Australia","DRB","YDBY",-17.39,123.68,26,8,"U"
247,"Barrow Island Airport","Barrow Island","Australia","BWB","YBWX",-20.798,115.406,25,8,"U"
248,"Bathurst Island Airport","Bathurst Island","Australia","BRT","YBTI",-11.769167,130.619722,67,9.5,"U"
249,"Walgett Airport","Walgett","Australia","WGE","YWLG",-30.0318,148.1222,439,10,"U"
250,"Ravensthorpe Airport","Ravensthorpe","Australia","RVT","YNRV",-33.797222,120.208056,209,8,"U"
251,"Brisbane Intl","Brisbane","Australia","BNE","YBBN",-27.384167,153.1175,13,10,"N"
252,"Alice Springs","Alice Springs","Australia","ASP","YBAS",-23.806667,133.902222,1789,9.5,"N"
253,"Cairns Intl","Cairns","Australia","CNS","YBCS",-16.885833,145.755278,10,10,"N"
254,"Gold Coast","Coolangatta","Australia","OOL","YBCG",-28.164444,153.504722,21,10,"N"
255,"Bamaga Injinoo","Amberley","Australia","ABM","YBAM",-10.950833,142.459444,34,10,"O"
256,"Cessnock Airport","Cessnock","Australia","CES","YCNK",-32.7875,151.342,211,10,"O"
257,"Orchid Beach","Fraser Island","Australia","OKB","KOKB",-24.95841,153.3145,6,-10,"O"
258,"Mount Keith","Mount Keith","Australia","WME","YMNE",-27.286389,120.554722,1792,8,"O"
259,"Scone Airport","Scone","Australia","NSO","YSCO",-32.0372,150.832,745,10,"O"
260,"Cooinda","Cooinda","Australia","CDA","YCOO",-12.9033,132.532,43,9.5,"U"
261,"Launceston","Launceston","Australia","LST","YMLT",-41.545278,147.214167,562,10,"O"
262,"Hobart","Hobart","Australia","HBA","YMHB",-42.836111,147.510278,13,10,"O"
263,"Melbourne Intl","Melbourne","Australia","MEL","YMML",-37.673333,144.843333,434,10,"O"
264,"Melbourne Moorabbin","Melbourne","Australia","MBW","YMMB",-37.975833,145.102222,50,10,"O"
265,"Melbourne Essendon","Melbourne","Australia","MEB","YMEN",-37.728056,144.901944,282,10,"O"
266,"Mallacoota Airport","Mallacoota","Australia","XMC","YMCO",-37.598301,149.720001,31,11,"U"
267,"Renmark","Renmark","Australia","RMK","YREN",-34.118,140.404,115,9.5,"O"
268,"Toowoomba","Toowoomba","Australia","TWB","YTWB",-27.542778,151.916389,2086,10,"N"
269,"Yuendumu","Yuendumu","Australia","YUE","YYND",-22.254167,131.781944,2205,9.5,"O"
270,"Adelaide Intl","Adelaide","Australia","ADL","YPAD",-34.945,138.530556,20,9.5,"O"
271,"Whitsunday Airstrip","Airlie Beach","Australia","WSY","YWHI",-20.276,148.755,60,10,"O"
272,"Port Hedland Intl","Port Hedland","Australia","PHE","YPPD",-20.377778,118.626389,33,8,"O"
